Archivo,Fecha,Unidades en las que se mide,Caja y bancos,Total activos,Total pasivo,Total patrimonio,Ventas,Costo de ventas,Utilidad bruta,Utilidad operacional,Utilidad antes de impuestos,Utilidad neta
Doc2.pdf,31-12-2019,miles de pesos colombianos,14.276.959,229.156.191,198.166.627,198.166.627,338.675.610,(131.857.387),"(58,981.260)","(58,981.260)",331.431,"(58,981.260)"
