Archivo,Fecha,Unidades en las que se mide,Caja y bancos,Total activos,Total pasivo,Total patrimonio,Ventas,Costo de ventas,Utilidad bruta,Utilidad operacional,Utilidad antes de impuestos,Utilidad neta
Doc5.pdf,0,0,"$ 39,858,861","$ 1,249,526,727","1,084,667,256","1,084,667,256","169,980,173",0,0,0,"10,950,919",0
