Archivo,Fecha,Unidades en las que se mide,Caja y bancos,Total activos,Total pasivo,Total patrimonio,Ventas,Costo de ventas,Utilidad bruta,Utilidad operacional,Utilidad antes de impuestos,Utilidad neta
Doc1.pdf,0,millones de pesos colombianos,"7,075,758","135,448,018","75,103,896","75,103,896","70,846,769","(44,957,508)","25,889,261","25,889,261","19,098,912","14,502,499"
