Fecha,Unidades en la que se mide,Caja y Bancos,Total activo,Total pasivo,Total patrimonio,Ventas,Costo de ventas,Utilidad Bruta,utilidad operacional,utilidad antes de impuestos,utilidad neta,Archivo
28-02-2020,0,"72,248","9,821,947","6,089,709","3,732,238","286,627","(133,901)","3,110,268","2,116,160","2,932,292","2,354,724",Doc4.pdf
